Engine_ID,Cycle,Predicted_RUL,True_RUL
7,100,124.20040130615234,
7,101,125.31880187988281,
7,102,124.46530151367188,
7,103,125.64013671875,
7,104,125.47004699707031,
7,105,125.21400451660156,
7,106,126.13751983642578,
7,107,125.7921142578125,
7,108,125.02835083007812,
7,109,125.41775512695312,
7,110,124.78497314453125,
7,111,124.80633544921875,
7,112,123.65003967285156,
7,113,121.17765045166016,
7,114,118.5589599609375,
7,115,116.59892272949219,
7,116,117.44598388671875,
7,117,116.71282958984375,
7,118,117.65229797363281,
7,119,119.29141998291016,
7,120,120.9000244140625,
7,121,121.88652038574219,
7,122,121.90155029296875,
7,123,121.8946304321289,
7,124,122.55241394042969,
7,125,123.5263900756836,
7,126,123.65370178222656,
7,127,123.4447021484375,
7,128,123.57171630859375,
7,129,123.61920166015625,
7,130,122.76658630371094,
7,131,123.18385314941406,
7,132,123.23838806152344,
7,133,123.14828491210938,
7,134,123.0648193359375,
7,135,121.87101745605469,
7,136,119.57950592041016,
7,137,119.57771301269531,
7,138,117.21513366699219,
7,139,116.85675048828125,
7,140,115.1926498413086,
7,141,116.05528259277344,
7,142,112.60990905761719,
7,143,111.7607421875,
7,144,115.01253509521484,
7,145,118.30545043945312,
7,146,120.74627685546875,
7,147,121.28353881835938,
7,148,121.33314514160156,
7,149,121.54830932617188,
7,150,121.24017333984375,
7,151,118.17025756835938,
7,152,117.90205383300781,
7,153,119.50900268554688,
7,154,119.38670349121094,
7,155,118.78044128417969,
7,156,119.76983642578125,
7,157,117.99986267089844,
7,158,118.84521484375,
7,159,118.34335327148438,
7,160,116.46379089355469,91.0
8,1,,
8,2,,
8,3,,
8,4,,
8,5,,
8,6,,
8,7,,
8,8,,
8,9,,
8,10,,
8,11,,
8,12,,
8,13,,
8,14,,
8,15,,
8,16,,
8,17,,
8,18,,
8,19,,
8,20,,
8,21,,
8,22,,
8,23,,
8,24,,
8,25,,
8,26,,
8,27,,
8,28,,
8,29,,
8,30,,
8,31,116.14534759521484,
8,32,114.96197509765625,
8,33,113.77693176269531,
8,34,114.97811126708984,
8,35,114.92543029785156,
8,36,114.82843017578125,
8,37,112.04335021972656,
8,38,107.17044067382812,
8,39,102.49922180175781,
8,40,98.34371948242188,
8,41,98.08832550048828,
8,42,96.69441223144531,
8,43,95.68887329101562,
8,44,95.19815826416016,
8,45,96.2428970336914,
8,46,99.20674133300781,
8,47,99.29129028320312,
8,48,96.97003173828125,
8,49,94.583251953125,
8,50,92.67943572998047,
8,51,97.23556518554688,
8,52,99.24053192138672,
8,53,107.03733825683594,
8,54,110.8029556274414,
8,55,110.7559585571289,
8,56,112.15980529785156,
8,57,113.69956970214844,
8,58,113.5971908569336,
8,59,113.92858123779297,
8,60,115.8804702758789,
8,61,117.79766845703125,
8,62,119.06455993652344,
8,63,118.29942321777344,
8,64,118.94339752197266,
8,65,118.636962890625,
8,66,119.81932067871094,
8,67,119.42854309082031,
8,68,119.59953308105469,
8,69,119.41316223144531,
8,70,118.92404174804688,
8,71,119.2515640258789,
8,72,118.09127044677734,
8,73,114.74855041503906,
8,74,111.9292221069336,
8,75,106.18131256103516,
8,76,102.06742858886719,
8,77,97.55726623535156,
8,78,89.35174560546875,
8,79,84.2868423461914,
8,80,79.0425796508789,
8,81,76.55094909667969,
8,82,74.3851547241211,
8,83,73.80419921875,
8,84,55.8633918762207,
8,85,54.940818786621094,
8,86,50.859249114990234,
8,87,56.245384216308594,
8,88,56.614356994628906,
8,89,61.1533317565918,
8,90,63.956573486328125,
8,91,68.55693054199219,
8,92,73.84829711914062,
8,93,80.66161346435547,
8,94,85.226806640625,
8,95,91.17689514160156,
8,96,95.76708984375,
8,97,107.6090087890625,
8,98,110.45112609863281,
8,99,113.6041030883789,
8,100,114.2987289428711,
8,101,116.60417938232422,
8,102,117.070556640625,
8,103,118.03559875488281,
8,104,117.4476318359375,
8,105,118.95116424560547,
8,106,119.32910919189453,
8,107,122.90924835205078,
8,108,122.35002136230469,
8,109,122.91691589355469,
8,110,123.35337829589844,
8,111,123.92125701904297,
8,112,124.96931457519531,
8,113,124.51429748535156,
8,114,124.37864685058594,
8,115,124.04330444335938,
8,116,123.08121490478516,
8,117,123.14251708984375,
8,118,122.88420104980469,
8,119,122.60355377197266,
8,120,123.64236450195312,
8,121,121.88578796386719,
8,122,120.7151870727539,
8,123,121.94328308105469,
8,124,121.3727035522461,
8,125,121.13948822021484,
8,126,120.88014221191406,
8,127,120.93174743652344,
8,128,119.3204116821289,
8,129,120.49479675292969,
8,130,120.80223846435547,
8,131,120.89005279541016,
8,132,121.34484100341797,
8,133,122.76290893554688,
8,134,122.76690673828125,
8,135,123.80235290527344,
8,136,125.3051528930664,
8,137,126.064208984375,
8,138,126.33367919921875,
8,139,126.62466430664062,
8,140,125.34131622314453,
8,141,125.06069946289062,
8,142,124.49507141113281,
8,143,124.41181182861328,
8,144,124.55398559570312,
8,145,124.38182830810547,
8,146,123.31900787353516,
8,147,122.9112548828125,
8,148,123.70555114746094,
8,149,123.11702728271484,
8,150,122.77383422851562,
8,151,121.03910827636719,
8,152,120.73956298828125,
8,153,120.50934600830078,
8,154,119.79900360107422,
8,155,119.43126678466797,
8,156,119.60954284667969,
8,157,120.64094543457031,
8,158,121.81645202636719,
8,159,121.91244506835938,
8,160,122.59748840332031,
8,161,123.21607971191406,
8,162,123.25486755371094,
8,163,123.13748168945312,
8,164,122.58329772949219,
8,165,123.45449829101562,
8,166,124.02044677734375,95.0
9,1,,
9,2,,
9,3,,
9,4,,
9,5,,
9,6,,
9,7,,
9,8,,
9,9,,
9,10,,
9,11,,
9,12,,
9,13,,
9,14,,
9,15,,
9,16,,
9,17,,
9,18,,
9,19,,
9,20,,
9,21,,
9,22,,
9,23,,
9,24,,
9,25,,
9,26,,
9,27,,
9,28,,
9,29,,
9,30,,
9,31,132.0543670654297,
9,32,131.81277465820312,
9,33,124.54914855957031,
9,34,120.00529479980469,
9,35,116.11672973632812,
9,36,113.22083282470703,
9,37,106.2843246459961,
9,38,96.24195861816406,
9,39,94.91226196289062,
9,40,96.98268127441406,
9,41,96.0391845703125,
9,42,95.69853210449219,
9,43,95.18965911865234,
9,44,95.91082763671875,
9,45,97.67832946777344,
9,46,94.62974548339844,
9,47,98.31246185302734,
9,48,102.74649810791016,
9,49,105.26023864746094,
9,50,110.214599609375,
9,51,113.7568359375,
9,52,117.21627044677734,
9,53,117.39421844482422,
9,54,119.04856872558594,
9,55,119.93673706054688,111.0
10,1,,
10,2,,
10,3,,
10,4,,
10,5,,
10,6,,
10,7,,
10,8,,
10,9,,
10,10,,
10,11,,
10,12,,
10,13,,
10,14,,
10,15,,
10,16,,
10,17,,
10,18,,
10,19,,
10,20,,
10,21,,
10,22,,
10,23,,
10,24,,
10,25,,
10,26,,
10,27,,
10,28,,
10,29,,
10,30,,
10,31,72.21868896484375,
10,32,72.70299530029297,
10,33,72.80900573730469,
10,34,71.70765686035156,
10,35,68.31430053710938,
10,36,65.2354736328125,
10,37,62.968963623046875,
10,38,59.53018569946289,
10,39,57.616634368896484,
10,40,56.56532669067383,
10,41,54.7968864440918,
10,42,52.015995025634766,
10,43,51.06193161010742,
10,44,49.78605651855469,
10,45,50.085044860839844,
10,46,123.03003692626953,
10,47,123.36923217773438,
10,48,124.28450012207031,
10,49,122.75924682617188,
10,50,121.6763687133789,
10,51,120.30384063720703,
10,52,119.04056549072266,
10,53,116.86262512207031,
10,54,116.01028442382812,
10,55,115.13800811767578,
10,56,115.22876739501953,
10,57,116.04883575439453,
10,58,116.39524841308594,
10,59,115.9712142944336,
10,60,113.38262176513672,
10,61,115.36947631835938,
10,62,116.07682800292969,
10,63,117.40963745117188,
10,64,117.0924072265625,
10,65,117.57295989990234,
10,66,118.83676147460938,
10,67,118.82923889160156,
10,68,120.26420593261719,
10,69,122.05386352539062,
10,70,123.755859375,
10,71,124.85287475585938,
10,72,125.94728088378906,
10,73,126.15620422363281,
10,74,126.40151977539062,
10,75,125.28543090820312,
10,76,125.31478881835938,
10,77,126.71876525878906,
10,78,126.19631958007812,
10,79,124.8134765625,
10,80,124.187744140625,
10,81,122.02552032470703,
10,82,118.52865600585938,
10,83,116.2052001953125,
10,84,115.77508544921875,
10,85,115.79407501220703,
10,86,118.4819564819336,
10,87,119.79899597167969,
10,88,114.899658203125,
10,89,118.21640014648438,
10,90,116.52896881103516,
10,91,119.17086029052734,
10,92,120.45217895507812,
10,93,122.62567138671875,
10,94,124.63555908203125,
10,95,124.07048034667969,
10,96,122.8896484375,
10,97,121.73692321777344,
10,98,120.2268295288086,
10,99,117.71578979492188,
10,100,114.42759704589844,
10,101,112.90499877929688,
10,102,110.51448059082031,
10,103,110.5587158203125,
10,104,104.78665924072266,
10,105,98.24559020996094,
10,106,99.9784927368164,
10,107,99.64118194580078,
10,108,98.2012939453125,
10,109,92.49626159667969,
10,110,92.06129455566406,
10,111,95.01001739501953,
10,112,90.34169006347656,
10,113,98.40438842773438,
10,114,101.81369018554688,
10,115,106.4845199584961,
10,116,111.8207778930664,
10,117,113.59232330322266,
10,118,117.0162353515625,
10,119,113.31344604492188,
10,120,116.4637451171875,
10,121,118.44830322265625,
10,122,118.55410766601562,
10,123,119.14686584472656,
10,124,118.96251678466797,
10,125,118.58572387695312,
10,126,117.81401062011719,
10,127,114.36759948730469,
10,128,112.8099594116211,
10,129,109.62492370605469,
10,130,108.26844024658203,
10,131,103.1089859008789,
10,132,96.59522247314453,
10,133,89.79331970214844,
10,134,76.51629638671875,
10,135,73.13754272460938,
10,136,69.4173583984375,
10,137,63.372684478759766,
10,138,61.2309455871582,
10,139,55.78072738647461,
10,140,49.0340461730957,
10,141,44.52201843261719,
10,142,39.35451889038086,
10,143,35.711456298828125,
10,144,31.930866241455078,
10,145,27.12686538696289,
10,146,27.638347625732422,
10,147,26.33664321899414,
10,148,27.637130737304688,
10,149,122.34996795654297,
10,150,121.99441528320312,
10,151,122.02456665039062,
10,152,123.93379974365234,
10,153,125.39833068847656,
10,154,126.54950714111328,
10,155,128.3787078857422,
10,156,127.01602935791016,
10,157,126.05723571777344,
10,158,125.97644805908203,
10,159,125.54470825195312,
10,160,125.59977722167969,
10,161,125.35528564453125,
10,162,124.71363067626953,
10,163,125.78374481201172,
10,164,125.90879821777344,
10,165,123.97959899902344,
10,166,126.70337677001953,
10,167,124.90708923339844,
10,168,124.62409973144531,
10,169,124.69952392578125,
10,170,124.94017791748047,
10,171,125.25377655029297,
10,172,126.46485900878906,
10,173,125.61800384521484,
10,174,125.55043029785156,
10,175,125.89517211914062,
10,176,125.63961029052734,
10,177,125.85649108886719,
10,178,126.51660919189453,
10,179,125.76924896240234,
10,180,124.67263793945312,
10,181,125.70687866210938,
10,182,126.138671875,
10,183,126.204833984375,
10,184,125.26212310791016,
10,185,124.78158569335938,
10,186,124.7591552734375,
10,187,122.80258178710938,
10,188,123.99453735351562,
10,189,124.13624572753906,
10,190,123.38450622558594,
10,191,123.62081909179688,
10,192,123.04849243164062,96.0
11,1,,
11,2,,
11,3,,
11,4,,
11,5,,
11,6,,
11,7,,
11,8,,
11,9,,
11,10,,
11,11,,
11,12,,
11,13,,
11,14,,
11,15,,
11,16,,
11,17,,
11,18,,
11,19,,
11,20,,
11,21,,
11,22,,
11,23,,
11,24,,
11,25,,
11,26,,
11,27,,
11,28,,
11,29,,
11,30,,
11,31,117.45858001708984,
11,32,120.70268249511719,
11,33,121.47080993652344,
11,34,121.8275375366211,
11,35,121.3124771118164,
11,36,121.85586547851562,
11,37,121.69497680664062,
11,38,122.12141418457031,
11,39,121.66891479492188,
11,40,122.42570495605469,
11,41,121.0577621459961,
11,42,118.80421447753906,
11,43,120.3068618774414,
11,44,120.88370513916016,
11,45,120.53438568115234,
11,46,119.7356185913086,
11,47,121.73918151855469,
11,48,120.2218246459961,
11,49,119.01971435546875,
11,50,120.96549987792969,
11,51,120.81147766113281,
11,52,121.37452697753906,
11,53,123.33294677734375,
11,54,122.97770690917969,
11,55,125.30171203613281,
11,56,122.85099792480469,
11,57,125.20143127441406,
11,58,127.62328338623047,
11,59,129.11456298828125,
11,60,128.66209411621094,
11,61,125.43047332763672,
11,62,124.3982925415039,
11,63,125.03269958496094,
11,64,125.07449340820312,
11,65,125.63373565673828,
11,66,126.32272338867188,
11,67,124.82490539550781,
11,68,125.46571350097656,
11,69,123.81132507324219,
11,70,124.84590148925781,
11,71,122.63621520996094,
11,72,121.11538696289062,
11,73,120.97879028320312,
11,74,122.94834899902344,
11,75,118.66709899902344,
11,76,118.89642333984375,
11,77,118.44190979003906,
11,78,118.78755950927734,
11,79,118.21034240722656,
11,80,118.6497573852539,
11,81,116.52507019042969,
11,82,112.97308349609375,
11,83,113.02082824707031,97.0
12,1,,
12,2,,
12,3,,
12,4,,
12,5,,
12,6,,
12,7,,
12,8,,
12,9,,
12,10,,
12,11,,
12,12,,
12,13,,
12,14,,
12,15,,
12,16,,
12,17,,
12,18,,
12,19,,
12,20,,
12,21,,
12,22,,
12,23,,
12,24,,
12,25,,
12,26,,
12,27,,
12,28,,
12,29,,
12,30,,
12,31,124.89663696289062,
12,32,124.93148803710938,
12,33,124.51851654052734,
12,34,124.41972351074219,
12,35,124.78318786621094,
12,36,126.25743103027344,
12,37,126.8829116821289,
12,38,126.09652709960938,
12,39,124.098876953125,
12,40,124.88017272949219,
12,41,123.76704406738281,
12,42,123.19061279296875,
12,43,122.81004333496094,
12,44,122.33285522460938,
12,45,122.5184326171875,
12,46,123.98987579345703,
12,47,125.12423706054688,
12,48,125.28041076660156,
12,49,125.71453857421875,
12,50,125.82896423339844,
12,51,125.71656036376953,
12,52,125.60956573486328,
12,53,125.45459747314453,
12,54,125.18559265136719,
12,55,124.99031066894531,
12,56,125.1177978515625,
12,57,125.59065246582031,
12,58,125.44912719726562,
12,59,126.30807495117188,
12,60,126.59684753417969,
12,61,127.20652770996094,
12,62,126.08924102783203,
12,63,125.9869155883789,
12,64,125.2306137084961,
12,65,126.25897979736328,
12,66,126.17398834228516,
12,67,126.07524108886719,
12,68,126.883056640625,
12,69,126.94734191894531,
12,70,126.20831298828125,
12,71,125.92184448242188,
12,72,124.68202209472656,
12,73,123.21788024902344,
12,74,123.16397857666016,
12,75,123.49626159667969,
12,76,123.2781753540039,
12,77,122.71562194824219,
12,78,122.75074005126953,
12,79,123.30245971679688,
12,80,122.39311218261719,
12,81,123.19517517089844,
12,82,122.78004455566406,
12,83,124.33657836914062,
12,84,125.20763397216797,
12,85,124.50306701660156,
12,86,123.92198181152344,
12,87,121.63060760498047,
12,88,122.01188659667969,
12,89,122.48389434814453,
12,90,122.57904052734375,
12,91,122.55502319335938,
12,92,123.07674407958984,
12,93,123.58538818359375,
12,94,124.50955963134766,
12,95,124.97673034667969,
